web-scraper-order,web-scraper-start-url,product_name,price,spec_columns,spec_values
1678103639-9338,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,Brakes Front,
1678103639-9339,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,Brakes Rear,
1678103639-9340,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,Wheels Type,
1678103639-9341,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,Tubeless Tyre,
1678103639-9342,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,3000
1678103639-9343,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,100 km/charge
1678103639-9344,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Push Button Start
1678103639-9345,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9346,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Yes
1678103639-9347,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9348,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9349,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9350,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Split
1678103639-9351,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9352,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9353,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Digital
1678103639-9354,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Yes
1678103639-9355,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,"Electric Bikes, Sports Bikes"
1678103639-9356,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,LED
1678103639-9357,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,LED
1678103639-9358,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,LED
1678103639-9359,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,100 kmph
1678103639-9360,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Hub Motor
1678103639-9361,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Lithium Ion
1678103639-9362,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,72 V / 40 Ah
1678103639-9363,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Disc
1678103639-9364,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Disc
1678103639-9365,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Alloy
1678103639-9366,https://www.bikedekho.com/rowwet/trono/specifications,Rowwet Trono,Rs.1.81 Lakh*,,Tubeless
1678103645-9367,https://www.bikedekho.com/komaki/xgt-classic/specifications,Komaki XGT Classic,Rs.1.11 Lakh*,Starting,
1678103645-9368,https://www.bikedekho.com/komaki/xgt-classic/specifications,Komaki XGT Classic,Rs.1.11 Lakh*,Speedometer,
